tabla,id_registro,tipo_anomalia,motivo
TB_MOV_FINANCIEROS,MOV00012363,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00052920,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00374414,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00387060,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00150636,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00039083,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00263769,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00255222,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00252450,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00261039,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00323706,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00220503,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00139521,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00487399,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00381575,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00204682,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00442851,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00433630,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00110039,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00201745,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00038407,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00454451,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00430171,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00096523,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00355471,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00419866,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00102841,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00253152,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00099702,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00049060,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00171041,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00262113,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00036302,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00346369,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00482112,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00136755,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00085896,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00234077,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00133549,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00492921,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00469611,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00177761,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00441265,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00075252,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00456942,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00499130,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00405189,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00475376,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00173852,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00341892,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00117477,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00273540,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00182604,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00193856,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00241386,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00229285,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00062478,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00005297,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00429602,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00401467,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00119399,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00111475,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00155110,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00040528,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00269128,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00436049,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00494652,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00428487,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00093468,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00387693,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00226738,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00413046,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00333806,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00089595,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00450580,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00256732,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00302317,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00095470,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00179797,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00312225,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00157124,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00457013,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00242861,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
